isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
13597,2008,transport & storage,logistic or supply planning & control,APPS,265,651,2278,1.3021319,2.2947063,58.29081,29.357498,2.3682492,3.7731726,5.2592216,6,0,,8.0,4.0,0.36566564,2.0,4.173777,27.124662,2.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
27771,2012,surveillance & security,complex process control; financial transaction process/accounting; logistic or supply planning & control,APPS,109,848,644,8.382193,9.787974,19.635878,5.1481886,3.283409,14.432089,6.48044,15,4,1.1909142,3.0,8.0,1.0508882,4.0,7.0069613,22.284472,0.0,3.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True
31528,2006,transport & storage,electronic data interchange,C++,186,210,143,0.98405766,0.9003991,,5.926872,2.4724925,4.201433,4.138394,1,0,1.0001212,7.0,6.0,1.6343853,6.0,2.7460303,12.174756,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
22347,2011,community services; institutions eg. kindergartens,airport management,Java,210,440,877,6.25308,14.346674,,61.51204,6.3033895,10.910996,3.170248,16,4,1.0002841,1.0,4.0,0.14215133,1.0,3.4913943,11.843184,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
10393,2010,food processing,catalogue/register of things or events; workflow support & management,PL/I,140,1111,3374,5.116061,11.788004,18.983976,5.1942525,3.7057495,3.5412617,10.990314,12,2,2.4412491,,5.0,1.387472e-05,3.0,4.9920382,0.23625575,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17275,2008,community services,financial transaction process/accounting,PL/I,107,2432,1741,6.813452,4.8750043,114.34227,60.28949,4.1692405,2.8953702,4.812352,17,2,1.0887942,3.0,5.0,0.7221158,3.0,3.2552884,,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
24820,2006,car rental,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",PL/I,678,6322,12641,10.9864645,19.123833,,127.29379,,12.016057,10.367715,12,0,1.2912354,5.0,6.0,0.1946763,4.0,,2.2915683,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21796,2000,transport & storage,financial transaction process/accounting,SQL,401,14392,8992,19.04016,15.159027,20.976418,154.1537,,3.2392826,12.626294,6,0,3.3705876,2.0,5.0,,4.0,2.17807,13.630413,,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
32308,2007,transport & storage,catalogue/register of things or events,Proprietary Agile Platform,1082,3176,597,6.813587,2.2438176,36.854057,137.23335,1.8801596,13.378753,9.784025,17,0,2.3425624,2.0,11.0,0.16725811,5.0,4.1757917,17.496674,0.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
26702,2008,community services; government,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",.Net,75,196,93,5.7153244,2.2759278,14.887536,5.104824,,8.547169,4.5721235,15,2,1.006171,1.0,4.0,,3.0,2.9308228,34.300076,,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
16624,2011,transport & storage,missing,Java,61,86,81,0.51635796,0.6272376,,167.3854,2.8823204,1.8367194,3.2765923,7,2,1.7182763,8.0,4.0,4.0870795,6.0,5.3102975,,0.0,3.0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
16446,2012,community services,electronic data interchange,Java,52,1647,1664,16.559992,16.981392,16.576233,9.249684,2.252279,8.445708,6.2612596,16,2,1.003075,1.0,6.0,0.06261781,,4.390825,11.614575,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
11966,2011,transport & storage,logistic or supply planning & control,Java,177,2391,1301,8.377537,13.0050535,61.48473,100.371925,3.2030447,5.8734584,5.5302906,16,2,1.554281,3.0,3.0,0.09813633,,4.571093,1.1399642,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
17786,2006,transport & storage,logistic or supply planning & control; management or performance reporting,RPG,610,2834,4762,1.4207891,1.8305564,,13.166727,8.004964,12.010918,7.2636833,1,2,1.026314,6.0,5.0,2.3375955,5.0,,5.7175364,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
24820,2006,community services,catalogue/register of things or events,RPG,335,3585,4788,3.2211142,3.3308778,29.606241,5.1133513,2.6419895,12.192051,11.7326975,3,0,1.0448315,3.0,5.0,,3.0,5.6709657,21.468222,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
25737,2010,transport & storage,complex process control; financial transaction process/accounting; logistic or supply planning & control,Proprietary Agile Platform,355,21898,19662,45.439312,32.572086,53.78895,9.524541,,20.631365,10.7140665,11,3,1.9948239,2.0,3.0,0.4381625,1.0,6.798901,19.442982,0.0,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
11966,2007,car rental,customer relationship management,JavaScript,159,470,145,4.667307,2.773378,19.043997,35.62076,3.1951747,3.1805735,10.439205,6,7,1.0085928,2.0,6.0,,2.0,3.873876,27.692686,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False
26955,2009,transport & storage,post exchange,PL/I,134,1236,1084,11.225588,10.188761,7.0191164,17.772629,2.198453,4.3125,8.6522875,14,0,1.7446461,1.0,4.0,6.696057e-07,1.0,6.6369767,,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
16792,2010,transport & storage,financial transaction process/accounting,APPS,238,716,1643,4.3559513,4.706497,,6.4991016,3.3728194,15.971211,5.275243,6,0,,1.0,6.0,0.040976282,,4.6207557,33.422703,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
17275,2012,community services; invoice-handling,online analysis and reporting,Assembler,79,730,1334,4.154951,11.059672,26.927862,5.8694654,4.063117,3.4011285,4.8255672,11,2,,1.0,8.0,0.6124208,1.0,3.404689,16.175304,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
19701,2010,community services,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",SQL,153,804,1013,6.864992,9.201763,12.255387,9.694849,0.99166155,11.902772,7.9009933,10,2,1.0002075,,10.0,0.36880362,3.0,,21.073328,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
25546,2005,community services,online analysis and reporting,SQL,86,16133,16442,53.45599,57.537994,18.93828,31.816992,1.0007064,5.2171664,13.229808,17,2,1.9548242,1.0,6.0,0.0019986643,2.0,3.5337617,17.818672,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
25420,2003,community services,financial transaction process/accounting,Missing,413,17557,12162,36.767414,21.831465,,13.925359,2.641018,7.911506,10.553022,6,4,2.3238454,3.0,,0.00031071,2.0,,30.979322,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
25737,2008,transport & storage,customer billing; financial transaction process/accounting,ABAP,36,220,117,1.9898288,1.4814538,20.283459,163.49017,6.138312,1.5225427,3.0470068,4,2,1.0007567,4.0,5.0,1.9937838,3.0,2.6228657,17.368265,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
11647,2011,post,missing,Visual Basic,366,1187,1390,2.5128639,4.0368133,23.066177,32.015373,4.569697,6.8805413,5.6669207,8,0,1.4203587,3.0,8.0,1.0281862,4.0,9.23329,22.979359,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
22107,2010,community services,logistic or supply planning & control,Java,477,3020,4700,4.8995237,16.133352,7.1271496,169.8,11.068007,6.437157,3.615403,17,2,1.0992688,2.0,4.0,0.3343074,,1.8618093,7.9703937,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
21167,2007,surveillance & security,financial transaction process/accounting,RPG,23,3897,3030,26.764027,27.034195,,5.1001525,0.8252227,1.7238601,4.0928254,12,4,1.066991,1.0,,,3.0,4.3085685,6.9425364,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True
27771,2008,"art , events , ticketing",online analysis and reporting,SQL,207,4321,2674,19.0612,18.529428,18.564285,5.318518,,5.3913035,6.5704436,17,4,1.1137877,4.0,4.0,2.61662,2.0,2.4394486,11.534551,,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
24389,2001,community services,"document management; job, case, incident, project management",RPG,917,17671,22378,23.83879,13.73689,,10.324801,1.3668792,16.779024,17.494408,2,0,,4.0,5.0,0.21625288,1.0,4.805934,23.826979,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
26702,2003,transport & storage,financial transaction process/accounting,RPG,680,12865,22646,12.533373,10.5739,32.58405,169.8,1.7913308,2.5643828,9.738599,11,0,1.5949395,4.0,,5.4875803,1.0,5.885857,27.876446,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False
26195,2006,transport & storage,online analysis and reporting,Missing,432,10635,6394,28.668352,12.807079,14.078795,56.53758,1.5553048,7.8147416,10.056227,10,2,2.8020794,2.0,6.0,0.9636248,3.0,5.1693015,6.7726407,0.0,2.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True
19701,2009,community services,catalogue/register of things or events,Java,874,7902,9017,16.114931,17.513819,5.0489554,9.347071,3.981667,29.338186,9.275051,12,2,1.275547,3.0,5.0,0.009213909,6.0,3.037607,15.845868,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
